class_label,LHS,RHS
phishing,051115093345.4F4DA358B9DB,mail.platinumimaging.co
phishing,051115215139.15701847AAD,serveur2.dev2000.f
phishing,EceGE-0000dv-6a,falcon.unixbsd.inf
phishing,051117220440.AECE498DF4,Webserver.mptaiping.gov.m
phishing,EdKoF-0002fR-10,jaguar.bcmweb.co
phishing,051120170626.324E318ADCCA,canadianclub.org.h
phishing,0511210117.UAA26541,mail.example.co
phishing,EdgNa-000KhQ-Fy,hermano.majordomo.r
phishing,EdgNa-000KhT-Gy,hermano.majordomo.r
phishing,0511241430.jAOEUn9m078161,loli.ncity.ne
phishing,0511271650.jARGo9E09795,73s.new21.ne
phishing,EgYgt-0007oe-J8,endeavour.dnsvelocity.co
phishing,WDXCUTGRFRMVVIAMRD,msn.co
phishing,EjxPo-0006VN-Qa,albergue.hospedajededicado.co
phishing,0512081803.NAA01086,mail.example.co
phishing,0512122145.QAA24887,mail.example.co
phishing,0512130511.AAA26745,mail.example.co
phishing,0512131834.NAA30473,mail.example.co
phishing,0512190918.jBJ9IE6Q013863,host1.openbluhost.co
phishing,051219140504.D28A9621CAC,mail.example.co
phishing,051225052025.387D71653B,mail.example.co
phishing,0512260718.CAA03449,mail.example.co
phishing,051229111801.662D316500,mail.example.co
phishing,060105201103.C68C1621C66,mail.example.co
phishing,0601061628.k06GSRqW027212,ns.jigucom.co.k
phishing,0601092119.QAA22721,mail.example.co
phishing,060110022012.0B20C621CAA,mail.example.co
phishing,0601101028.FAA25765,mail.example.co
phishing,0601101643.LAA27399,mail.example.co
phishing,0601101643.LAA27409,mail.example.co
phishing,060111202131.2DC2F12A684,mail2.tx-rx.or
phishing,0601120751.k0C7pjGn015627,mass2nd.snu.ac.k
phishing,0601122004.PAA08500,mail.example.co
phishing,0601130218.VAA10255,mail.example.co
phishing,0601131934.OAA14794,mail.example.co
phishing,060115002325.22E8B16467,mail.example.co
phishing,0601150700.CAA22905,mail.example.co
phishing,0601170854.DAA02833,mail.example.co
phishing,0601191620.LAA32388,mail.example.co
phishing,SSluCBcKfExvWvqzA000001b5,hos
phishing,0601211718.MAA13833,mail.example.co
phishing,0601221511.KAA19339,mail.example.co
phishing,060123085409.72C1E164EB,mail.example.co
phishing,0601230716.CAA23241,mail.example.co
phishing,060124032312.EE240621C89,mail.example.co
phishing,0601251805.NAA07044,mail.example.co
phishing,0601262236.RAA15214,mail.example.co
phishing,0601271942.OAA20729,mail.example.co
phishing,0601272101.k0RL1A9j001987,host150.host150-server.co
phishing,060128034157.190CE164FD,mail.example.co
phishing,0601311612.LAA10514,mail.example.co
phishing,69766135.20060201023434,pulse-eft.co
phishing,0602020412.XAA25182,mail.example.co
phishing,0602021243.HAA27734,mail.example.co
phishing,060203145814.BF540165F1,mail.example.co
phishing,0602041919.OAA10315,mail.example.co
phishing,0602050250.k152oM9U009238,ambix.securesites.ne
phishing,060208091251.69333.qmail,server12.ehostsource.co
phishing,060209232218.9F87E164FF,mail.example.co
phishing,0602120026.TAA27461,mail.example.co
phishing,0602120213.VAA27993,mail.example.co
phishing,0602121810.k1CIAHW9024861,www.nfrasoft.co
phishing,0602100329.k1A3T2213751,ns1.rmsdata.ne
phishing,0602151955.k1FJtSY02338,server33.cosmicinfinity.co
phishing,0602152029.PAA19663,mail.example.co
phishing,060215223855.20F8A52327C,macintrouble.ne
phishing,0602162345.k1GNj8mY021971,schoolmusic.co.k
phishing,0602171422.ANM64309,mpv4.example.co
phishing,060217160918.23626.qmail,server12.ehostsource.co
phishing,060217161016.24308.qmail,server12.ehostsource.co
phishing,0602180657.BAA28138,mail.example.co
phishing,0602190707.k1J77oYg032064,www.theredtag.ne
phishing,0602190922.k1J9LxlV028838,crossmobile.ne
phishing,060219214635.A3CFA808F1A,mnet.cs.nthu.edu.t
phishing,0602200609.BAA07213,mail.example.co
phishing,8115410459.XAA13898Equity_Advisor_fedora,gmail.co
phishing,0602211854.k1LIs3M09871,tjeinternational.co
phishing,0602212044.PAA17012,mail.example.co
phishing,FBgsE-00026T-1L,mail.tecnicasangiorgio.i
phishing,060223212737.7E2951654E,mail.example.co
phishing,0602251946.k1PJktM01984,infoble.ne
phishing,060227101120.BCC0ABF8838,correio.cral.com.b
phishing,EGHOME1Wtyi67EKRu00000097,GREGHOM
phishing,0603060602.k2662rc01046,renoeve.ne
phishing,SKTOPngL6wxvw0IDT000006b3,deskto
phishing,RVER2000stPGtPrPr0000004d,SERVER2000.TC
phishing,49117343.20060315105857,citibusinessonline.co
phishing,12853141.20060327202603,chase.co
phishing,00630744.20060511134126,ebay.co
phishing,42559493.20060605131034,midamerica.co
phishing,25686780.20060620080426,midamerica.co
phishing,70412416.20060704023605,midamerica.co
phishing,060801230754.9DBEB16313,mail.example.co
phishing,060809123742.C030F621D35,mail.example.co
phishing,060810160810.70E66621CF9,mail.example.co
phishing,060815075429.0F6FA1636F,mail.example.co
phishing,060816110558.C222D621CF5,mail.example.co
phishing,060817121201.E2F32621D0F,mail.example.co
phishing,060819075904.82BD3621D2A,mail.example.co
phishing,060820013645.8A4C8163A2,mail.example.co
phishing,060822111843.51073621CF0,mail.example.co
phishing,060824000131.86F5F163A6,mail.example.co
phishing,060825103536.9B664163E1,mail.example.co
phishing,060828054103.9EF0E16340,mail.example.co
phishing,060829115837.7AA7C1639A,mail.example.co
phishing,060830130558.05F2A1633B,mail.example.co
phishing,060831174948.C38F616389,mail.example.co
phishing,060901031119.3518E621E1A,mail.example.co
phishing,060903142454.18DB2622069,mail.example.co
phishing,060907112153.D7B20621D6E,mail.example.co
phishing,060909151333.A4F69621DE7,mail.example.co
phishing,060910140028.EAA84621EA9,mail.example.co
phishing,060918112445.66076621E0B,mail.example.co
phishing,060920095257.47D0A621E40,mail.example.co
phishing,061011104350.3E993163BD,mail.example.co
phishing,061025124221.8A18616298,mail.example.co
phishing,704832.20061027211315,53.co
phishing,026596.20061102012411,53.co
phishing,899595.20061104192408,53.co
phishing,30384585.13653,paypal.co
phishing,061111054818.85A9E621CE2,mail.example.co
phishing,061118024348.2DC40621E18,mail.example.co
phishing,061119083354.A0D4A621DD6,mail.example.co
phishing,061119235657.4352B621F7B,mail.example.co
phishing,061120134602.B59DD16264,mail.example.co
phishing,061121212122.81907621D35,mail.example.co
phishing,933844.20061122064741,53.co
phishing,061123040317.315021635B,mail.example.co
phishing,061124205130.855B1621DF9,mail.example.co
phishing,061124025945.33E51162E7,mail.example.co
phishing,061124230533.2B88B621F06,mail.example.co
phishing,0602240833.DAA00129,mail.example.co
phishing,100678.20061127103658,53.co
phishing,319238.20061126213631,53.co
phishing,9370804.20061126183723,53.co
phishing,2863785.20061128224617,53.co
phishing,061129200759.307681638D,mail.example.co
phishing,061130194416.53DB1163E8,mail.example.co
phishing,061204225023.F2483163A1,mail.example.co
phishing,061210073402.C4B9616361,mail.example.co
phishing,061211114214.EE16016308,mail.example.co
phishing,061212204236.101E81637D,mail.example.co
phishing,061214202856.CA305621CDF,mail.example.co
phishing,061216182050.79CE3621D01,mail.example.co
phishing,061218010804.59EF0162F2,mail.example.co
phishing,0603030154.UAA10489,mail.example.co
phishing,061219031750.57E1C623364,mail.example.co
phishing,0603051257.k25CvBJ9014428,bonnyind.com.t
phishing,061220160815.28CA6162E4,mail.example.co
phishing,061229083007.CE8E6621CD4,mail.example.co
phishing,061222114636.4C92C621CF9,mail.example.co
phishing,061222234708.1238B621CFA,mail.example.co
phishing,070102174527.71A5F16307,mail.example.co
phishing,070104112637.5DAAD16303,mail.example.co
phishing,070105223422.C989B621CE5,mail.example.co
phishing,070106053211.93612621D1D,mail.example.co
phishing,1388935.20070110175150,53.co
phishing,070111232611.5023A163A9,mail.example.co
phishing,070115164110.A9857621CF5,mail.example.co
phishing,070116142117.3BDFD1630E,mail.example.co
phishing,070117193509.554FB1637D,mail.example.co
phishing,070119012832.AFE2D162C9,mail.example.co
phishing,070120222438.47CEF621EB2,mail.example.co
phishing,070123132617.E64A2162D0,mail.example.co
phishing,070124023541.EC01E16395,mail.example.co
phishing,070124043749.D48B716328,mail.example.co
phishing,070125010058.36E21621E34,mail.example.co
phishing,070125211510.124A816303,mail.example.co
phishing,070127093311.1D21C162F8,mail.example.co
phishing,070127105111.15266621DF1,mail.example.co
phishing,070128151318.80587163AA,mail.example.co
phishing,070128151329.77975621DE6,mail.example.co
phishing,070128151505.7D9A1162EB,mail.example.co
phishing,070129020355.BDF78621D08,mail.example.co
phishing,070130160731.B076F621DDF,mail.example.co
phishing,070130215947.0E6FA621DE2,mail.example.co
phishing,070201072728.E62EE162EA,mail.example.co
phishing,070202213056.9A3C4621E0E,mail.example.co
phishing,070203013019.A576B162B8,mail.example.co
phishing,070204055917.C9571163BB,mail.example.co
phishing,070205202438.2B6CD162E8,mail.example.co
phishing,070207101404.3895B621D71,mail.example.co
phishing,070209012325.DD02A16403,mail.example.co
phishing,484376.20070210102839,53.co
phishing,070210221529.3E144621DF6,mail.example.co
phishing,070212123912.1054516330,mail.example.co
phishing,070214071759.552D1621CCE,mail.example.co
phishing,070216004927.A21D516379,mail.example.co
phishing,070217145841.A60DA621E0B,mail.example.co
phishing,070221120546.705491645B,mail.example.co
phishing,070223101100.16AAC1636F,mail.example.co
phishing,5752340.20070223175858,53.co
phishing,070225170025.0C66B16368,mail.example.co
phishing,0702271433.l1REXjvP021389,nlpi043.sbcis.sbc.co
phishing,0702271006.l1RA6wcn021315,fwf-forti.fort
phishing,070302085608.0E12616423,mail.example.co
phishing,070303025131.026FE621DAC,mail.example.co
phishing,070305140551.EEA1D1631D,mail.example.co
phishing,800039.20070305210517,bbt.co
phishing,0703052026.l25KQM9o014418,server2.virtual-uk.ne
phishing,070307015527.29BD01633E,mail.example.co
phishing,070309044333.B5422621D05,mail.example.co
phishing,070309103353.2BD71621DCC,mail.example.co
phishing,2601c76248$53251036$0501a8c0,Sys-
phishing,910721.20070311023656,bbt.co
phishing,070311005909.23F27164B2,mail.example.co
phishing,070314133032.C49BC621EBD,mail.example.co
phishing,070319011103.64766621EFF,mail.example.co
phishing,070320100431.86160621F28,mail.example.co
phishing,070321185547.14D8F1631D,mail.example.co
phishing,070323180413.41110621D65,mail.example.co
phishing,070325143446.EA07B162EE,mail.example.co
phishing,070326205905.8809C162B1,mail.example.co
phishing,070328034012.8578F163F5,mail.example.co
phishing,070330124638.4E139163B2,mail.example.co
phishing,070331183234.4A6E6621D4E,mail.example.co
phishing,070402022507.C14B4162E4,mail.example.co
phishing,95496348.20070402054635,chase.co
phishing,070403045954.9CF23163E5,mail.example.co
phishing,070403065944.38DFA1631A,mail.example.co
phishing,070404123000.E0D82162FF,mail.example.co
phishing,491529.20070405141156,bbt.co
phishing,070405212912.B9FBB621CFF,mail.example.co
phishing,070407011706.51C84621D12,mail.example.co
phishing,070408061437.8BCF0621D0C,mail.example.co
phishing,ex62n0nm9g$h7cw469vur718$aw%RNDDIGIT14daz694,%RNDUCCHAR14
phishing,070408111619.15FE0621E3E,mail.example.co
phishing,070410014210.77C18621DCC,mail.example.co
phishing,070410015100.15F90621DCC,mail.example.co
phishing,070410163530.DD951162DC,mail.example.co
phishing,5124568.20070411123145,bbt.co
phishing,LL-45B6FWEZ7MJIzp000002e3,dell-45b6fwez7
phishing,070412035917.5D72316327,mail.example.co
phishing,070412112725.A937C16327,mail.example.co
phishing,070413002620.0949C621E28,mail.example.co
phishing,070414011457.B05F2621EBD,mail.example.co
phishing,070415150139.B4EDB162C5,mail.example.co
phishing,070417002452.C072D16329,mail.example.co
phishing,070426135451.8A905621D35,mail.example.co
phishing,0b01c1934b$d9a5566a$d03204bd,particul-op97h
phishing,070430182753.04C9816262,mail.example.co
phishing,070501124356.DEDC2621C9C,mail.example.co
phishing,070503061044.0A63A1624C,mail.example.co
phishing,070504091326.AA56716250,mail.example.co
phishing,070504215118.8E888621CB8,mail.example.co
phishing,070506001133.D3D27621CC2,mail.example.co
phishing,070507020701.85C3816252,mail.example.co
phishing,070507154119.15BBF621CB2,mail.example.co
phishing,070508033903.EB252621CB6,mail.example.co
phishing,070509061657.1D08616258,mail.example.co
phishing,070509151612.AC0F1621CAA,mail.example.co
phishing,070510041258.C6657621CB6,mail.example.co
phishing,070510080859.92BE7621CAB,mail.example.co
phishing,0705101659.l4AGx7H6023453,kkcsc.co.j
phishing,070510223255.3B4EE621CAB,mail.example.co
phishing,070417232440.41112621E2A,mail.example.co
phishing,070418163048.36146621D2D,mail.example.co
phishing,070418213933.AFE1A162BB,mail.example.co
phishing,070419204218.42C6516287,mail.example.co
phishing,070420035352.53C9B621DE1,mail.example.co
phishing,2201c78408$5bf4c080$197219d5,jo
phishing,3829390.20070421195208,bbt.co
phishing,070423060928.54C15621E09,mail.example.co
phishing,070423101138.B44DA621D4F,mail.example.co
phishing,070423172021.AF737162B9,mail.example.co
phishing,070424030713.6E682162C3,mail.example.co
phishing,070424152736.A87A6621E14,mail.example.co
phishing,070425003838.2ED121642D,mail.example.co
phishing,070425015306.C69731634C,mail.example.co
phishing,070428095035.3A85D621CD4,mail.example.co
phishing,070511154434.2A2D4621CA0,mail.example.co
phishing,070511233500.E9E0E16258,mail.example.co
phishing,070512042749.A5568621C64,mail.example.co
phishing,070512045355.2C5F816252,mail.example.co
phishing,070512182915.7807E1624A,mail.example.co
phishing,070513075329.500321624C,mail.example.co
phishing,070513152302.01F5D16258,mail.example.co
phishing,070513204952.D138116252,mail.example.co
phishing,070514122940.70573621C92,mail.example.co
phishing,0705141337.l4EDbLqj013052,server11.sojung.ne
phishing,070514195514.5F04916253,mail.example.co
phishing,070515013856.038BB621C89,mail.example.co
phishing,070515094521.C908C621C71,mail.example.co
phishing,070515134132.50F2516253,mail.example.co
phishing,070515133307.867A7621C89,mail.example.co
phishing,070515182946.CC4441623B,mail.example.co
phishing,070516085653.2B85616253,mail.example.co
phishing,070516111107.BDA27623B3B,mail.example.co
phishing,070517033432.78B2C16252,mail.example.co
phishing,070517125410.C7FE7621C64,mail.example.co
phishing,070517223541.030FE16252,mail.example.co
phishing,070518165245.65FD216238,mail.example.co
phishing,070519130958.5D7BA621C64,mail.example.co
phishing,070520043215.E0876621C64,mail.example.co
phishing,070522233603.6D93116238,mail.example.co
phishing,070523032423.4A2F916238,mail.example.co
phishing,070523120222.A44F61623B,mail.example.co
phishing,070523210527.124E116238,mail.example.co
phishing,070502022942.B73DE621CA5,mail.example.co
phishing,070427233335.7A05E162A3,mail.example.co
phishing,070429090838.6A02716274,mail.example.co
phishing,070524152824.A3755621C64,mail.example.co
phishing,070525041544.BD31016238,mail.example.co
phishing,070525191945.730741623B,mail.example.co
phishing,070527035558.E42DF621C64,mail.example.co
phishing,070527214533.8F657621C66,mail.example.co
phishing,070527225126.7F0B416246,mail.example.co
phishing,070528153235.7F399621C64,mail.example.co
phishing,070528182355.36A4916246,mail.example.co
phishing,070528210042.0541E621C64,mail.example.co
phishing,070529194130.1900916247,mail.example.co
phishing,070530032755.169DA16246,mail.example.co
phishing,070530181632.5C5C316246,mail.example.co
phishing,070530204154.9F37016246,mail.example.co
phishing,070530225354.60C3E621C64,mail.example.co
phishing,0705311418.l4VEIuY6012464,mail.poi-inc.co
phishing,070531172536.A004216244,mail.example.co
phishing,070531173934.E3F3E16246,mail.example.co
phishing,070601174304.0CA9916243,mail.example.co
phishing,070602195251.316AA621C64,mail.example.co
phishing,070603034011.029C716243,mail.example.co
phishing,070603152710.7510B16243,mail.example.co
phishing,070603182855.3748216243,mail.example.co
phishing,070604131120.ED79316243,mail.example.co
phishing,2e01c7a7bb$7fa6a310$05d4fea9,lalo-vfc4s4d0e
phishing,070606025736.A339116243,mail.example.co
phishing,070606052601.BE51A621C64,mail.example.co
phishing,070606172138.3685B16246,mail.example.co
phishing,070606225927.E8105621C64,mail.example.co
phishing,070607084802.2974816243,mail.example.co
phishing,070607121620.95B73621C64,mail.example.co
phishing,070608162156.75B3A621C64,mail.example.co
phishing,070608181746.E01CC621C64,mail.example.co
phishing,070608215438.1CC8816243,mail.example.co
phishing,070609120542.4142916244,mail.example.co
phishing,070609222656.0E49C621C64,mail.example.co
phishing,070610131003.5CFF016243,mail.example.co
phishing,070611033017.97BEC621C64,mail.example.co
phishing,070611201551.C870216244,mail.example.co
phishing,070612124952.2CEF2621E00,mail.example.co
phishing,070612100624.1662F6248F3,mail.example.co
phishing,070612235000.D716B16243,mail.example.co
phishing,070613014654.1DF5F16243,mail.example.co
phishing,070613123039.9E8E1621C66,mail.example.co
phishing,070613150240.36C8E16243,mail.example.co
phishing,070614043024.66FC216243,mail.example.co
phishing,070614042948.53CFB621C66,mail.example.co
phishing,070614102937.BF39216244,mail.example.co
phishing,91692454.15523,dyn-htl-16418.dyn.columbia.ed
phishing,070615094147.0A64F621C66,mail.example.co
phishing,070616033324.37EFD16243,mail.example.co
phishing,070616064858.E261416243,mail.example.co
phishing,070616160838.7BFAF621C71,mail.example.co
phishing,070616202702.64FBC16243,mail.example.co
phishing,070617084304.0D3AF16243,mail.example.co
phishing,91692454.13393,dyn-htl-16293.dyn.columbia.ed
phishing,070617081201.1997416243,mail.example.co
phishing,070617215637.16C09621C64,mail.example.co
phishing,070618084016.15698621C64,mail.example.co
phishing,070618102311.1BF9016243,mail.example.co
phishing,070618233714.0810316244,mail.example.co
phishing,070619012619.62EDE16243,mail.example.co
phishing,070619121149.6F883621C64,mail.example.co
phishing,070619133843.F18AF16244,mail.example.co
phishing,070619183814.F27D3621C64,mail.example.co
phishing,070620055831.107DA621C64,mail.example.co
phishing,070620133414.84749621C71,mail.example.co
phishing,070620140149.92FA0621C71,mail.example.co
phishing,070620151736.4BDC0621C64,mail.example.co
phishing,070621052014.705DB16244,mail.example.co
phishing,070621161340.5551F16243,mail.example.co
phishing,070621161323.23E05621C71,mail.example.co
phishing,070621192910.8416416245,mail.example.co
phishing,070621220118.35BA2621C64,mail.example.co
phishing,070622183450.95E2B16244,mail.example.co
phishing,070623104246.49F2216245,mail.example.co
phishing,070623151512.AD85A16243,mail.example.co
phishing,067172.20070624004459,paypal.co
phishing,070623193515.75EA9621C64,mail.example.co
phishing,070623204801.B19DD16244,mail.example.co
phishing,070624033635.CEDD6621C64,mail.example.co
phishing,070624034340.8E33716243,mail.example.co
phishing,070624211554.B9B74621C64,mail.example.co
phishing,070624223712.26F7A621C66,mail.example.co
phishing,070625211909.0E944621C64,mail.example.co
phishing,070626141928.54494621C64,mail.example.co
phishing,070626182349.18BB7621C64,mail.example.co
phishing,070627050538.C700E16249,mail.example.co
phishing,070627123951.43240621C95,mail.example.co
phishing,070628061004.E23971624A,mail.example.co
phishing,070628211913.EAD9E621CAC,mail.example.co
phishing,c7b9d8$5c535c70$6c822ecf,akstcukbookstoremnsdg
phishing,070629004005.4368F16243,mail.example.co
phishing,070629083313.A60B0621CAA,mail.example.co
phishing,070629083503.92A5F16244,mail.example.co
phishing,070630030248.1BCB1621CC1,mail.example.co
phishing,070630090727.80907621CB2,mail.example.co
phishing,070630115935.2BDEE16251,mail.example.co
phishing,070630171810.49291621CCB,mail.example.co
phishing,070701031834.BB1A0621DB1,mail.example.co
phishing,070701065731.DB89E621CDB,mail.example.co
phishing,070701111137.9E7476230D2,mail.example.co
phishing,070701205341.E5908623A7C,mail.example.co
phishing,070702022852.1318016266,mail.example.co
phishing,070702120440.28CC11626C,mail.example.co
phishing,070702120828.DAC7916269,mail.example.co
phishing,070702125755.46D051626A,mail.example.co
phishing,070702152807.5FC3062673E,mail.example.co
phishing,070702182539.F41EE16247,mail.example.co
phishing,070703112207.D43B3621C9C,mail.example.co
phishing,070703201143.07D4A621CA5,mail.example.co
phishing,070704031641.5BA091624F,mail.example.co
phishing,070704055754.F015F621CA5,mail.example.co
phishing,070704122214.DBF3F621CB6,mail.example.co
phishing,070704184136.E3775621CB6,mail.example.co
phishing,070705124150.B32B7621CAB,mail.example.co
phishing,070705202717.723A7621CAB,mail.example.co
phishing,070706010110.131B2621CAB,mail.example.co
phishing,070706062143.9B6F8621CAB,mail.example.co
phishing,070706084609.42A4B1626F,mail.example.co
phishing,070707052605.932661624E,mail.example.co
phishing,070707124824.6749D621CA5,mail.example.co
phishing,070708045139.7845D621C92,mail.example.co
phishing,070708201642.3FCFA1624C,mail.example.co
phishing,070711080555.61FAA1624F,mail.example.co
phishing,070712003345.D5BDF16251,mail.example.co
phishing,070712150754.68D58621CA0,mail.example.co
phishing,070712182059.3523316287,mail.example.co
phishing,070713113143.EC75D162AE,mail.example.co
phishing,070713164526.445A1621CF0,mail.example.co
phishing,070714030207.7381E621D0D,mail.example.co
phishing,070714042054.E6968621D06,mail.example.co
phishing,070715134820.8E4A6621D00,mail.example.co
phishing,070715164859.9D13A621D1E,mail.example.co
phishing,070716073249.18B00162FF,mail.example.co
phishing,070716170932.59115621D68,mail.example.co
phishing,070717004441.D95DB1634B,mail.example.co
phishing,070717113446.1D80D1638A,mail.example.co
phishing,070506125100.E4FB3621CCE,mail.example.co
phishing,070718081204.795E316280,mail.example.co
phishing,070718112522.AE35D621CF1,mail.example.co
phishing,070719030233.04F07162A6,mail.example.co
phishing,0707191406.l6JE6MDC076090,kkcsc.co.j
phishing,070720171728.5CEE7162AF,mail.example.co
phishing,070722055225.3B61E1627C,mail.example.co
phishing,0707222233.l6MMX5I26988,hosting4u.co.k
phishing,070723001245.96CF7621D4B,mail.example.co
phishing,070723174312.8EB211629E,mail.example.co
phishing,070724080140.9704B16258,mail.example.co
phishing,070724121557.3A379621CC6,mail.example.co
phishing,070724225112.84D91621CDA,mail.example.co
phishing,070725080027.3782516267,mail.example.co
phishing,070725210815.BB40016263,mail.example.co
phishing,070728083315.B8B44621C9C,mail.example.co
phishing,070728230816.A049616271,mail.example.co
phishing,070729170010.DC928621CC2,mail.example.co
phishing,070730094003.444A3621CBF,mail.example.co
phishing,070731013223.E97F416268,mail.example.co
phishing,070731182332.6D864621C89,mail.example.co
phishing,070801113021.BC070621C9C,mail.example.co
phishing,070801114844.AC96216253,mail.example.co
phishing,070802213727.9814916262,mail.example.co
phishing,070803144643.88CEA1625B,mail.example.co
phishing,070804072546.A949C621C9C,mail.example.co
phishing,070804130622.5C254621CA5,mail.example.co
phishing,070805004801.912FC16246,mail.example.co
phishing,070805164917.CA1BB621CBD,mail.example.co
phishing,070805173923.EA184621CC1,mail.example.co
phishing,060807145047.A229A6CD150,mail.example.or
phishing,SQIWPCUOXBZUVFJRNB,msn.co
phishing,060807232407.B0C256CD130,mail.example.or
phishing,060808025718.335323445E,smtp.sinfonika.s
phishing,060808035250.3C22C6FA3FD,mail.example.or
phishing,47b1ed3ef6c990cd401ab8b75423d3,amazon.co
phishing,0608080458.k784wJD9021773,flpi101.sbcis.sbc.co
phishing,3.3.15.2.20031643883053.025b4b48,sidemen.starnetusa.ne
phishing,EPEITFQPBKLOPKLWQNGRWX,aol.co
phishing,T3-NL-IIS-37ZDgC80000069b,net3-nl-iis-37.ad.vevida.ne
phishing,OEOWUYTNGSUHKVFGTBWM,yahoo.co
phishing,0608080851.k788pbE32232,server1.bti.co
phishing,060808142653.3AA016CCE78,mail.example.or
phishing,060809020300.EB6E76CD0F6,mail.example.or
phishing,060809100421.BEBC36FAA0A,mail.example.or
phishing,0608091420.k79EKUY23811,hosting4u.co.k
phishing,060809125422.9CCD86FB311,mail.example.or
phishing,WAGHTMXCXUYZRUAFXV,chase.co
phishing,FYRCWNYLOMJHGJWCHXLG,chase.co
phishing,ICSJQKQBATXAWGCUIANCMGE,charter.ne
phishing,060809180839.EC8786FA3D2,mail.example.or
phishing,060809235309.663A66CD07E,mail.example.or
phishing,TLTJRWCXKXBPIYIHAW,earthlink.ne
phishing,0608100259.k7A2xTDP017094,flpvm23.prodigy.ne
phishing,fe$8$skm$6xao8zw4uu8p554r1$i8,gbws3u.827
phishing,060810160935.B09A76CCDB2,mail.example.or
phishing,MFYEAVXZHFMZZAEEBTSOKHZ,comcast.ne
phishing,060811010312.05D0F6FA4AD,mail.example.or
phishing,04667F.0916802,ghisler.co
phishing,CDBA70.7147578,farpost.co
phishing,C4F7CB.7081478,spain-love.co
phishing,0608120255.k7C2t9Y29930,hosting4u.co.k
phishing,060812194834.DA8CF6CD42E,mail.example.or
phishing,22840056.20060812195721,greenbaynet.ne
phishing,u$6375a-vq5$$-h4,vw4yd
phishing,0608132228.k7DMSaU18792,teamkorea.co
phishing,YNFHWKEALSENVLOEJPEWHM,hotmail.co
phishing,55523117.15540.qmail,teachersfcu.or
phishing,060814042006.0E8666FA558,mail.example.or
phishing,4n$$878809$-bu5d-0,lvj9cgtk3a.d
phishing,LEPETFGGDSENQCUAUL,eBay.co
phishing,ISMNEYNGWHBDFHGXTPRAAYB,aol.co
phishing,060814224847.C687E738A7F,ns2.ypok.co
phishing,060815051506.69FD16CD018,mail.example.or
phishing,060815120616.33B106CD058,mail.example.or
phishing,060815140948.3376B6CD137,mail.example.or
phishing,XICWAXZIZEVNWMEXDIDSE,hotmail.co
phishing,GQTVIYDSKZNMEDJZREGHECL,charter.ne
phishing,060816003851.C7E056CD1EC,mail.example.or
phishing,OAASOINGUAOLRYHXZGGES,hotmail.co
phishing,5361169.20000601322411,ebay.d
phishing,060816081643.E1F446CCDB9,mail.example.or
phishing,060816110651.DF4276FA274,mail.example.or
phishing,060816043533.1552D868FEB,olcsopc.h
phishing,$9ckg$5a2y9,3hfcz3bt
phishing,060816170910.222EE6CD153,mail.example.or
phishing,CROS1LvuKebm4M2S000006a43,MICROS
phishing,WSKLTUYQBWGVGYMIZZMKTZ,aol.co
phishing,SHINOJ3Ih7jtrSByh0000006a,hoshin
phishing,E38D48.9050600,riverdomain.co
phishing,060817124422.BC4336CD12B,mail.example.or
phishing,55825507.20795.qmail,paypal.co
phishing,NSFIELD9Ngv2LHD3n00000c4d,webbermail.loca
phishing,EE7D21.0464014,REGISTRYADVANTAGE.co
phishing,03DFB1.0234610,exmasters.co
phishing,060818075525.002A86CD072,mail.example.or
phishing,060818140429.F113D6CD1FA,mail.example.or
phishing,060818173202.BC9D16CD0D2,mail.example.or
phishing,060819080040.C3B866FA41A,mail.example.or
phishing,0607180137.k6I1bgsp014790,web.abissnet.com.a
phishing,060819164808.9F93C6FA4A0,mail.example.or
phishing,20DF743769488,paypal.co
phishing,bCN12DVqys6nJZpop0000332c,s
phishing,060820002551.6B8C16CD0DB,mail.example.or
phishing,060820034830.6F2F46CD05C,mail.example.or
phishing,ILSERVREmAVnMKzRe000004ee,mailservre.nirmalbang.co
phishing,OVYKVHFDBACVBZFWLUOUV,yahoo.co
phishing,060820163829.B3C866CD1D0,mail.example.or
phishing,RDREXQMEXQGRJXDSMQ,hotmail.co
phishing,STSERVERAdfNjRAzj00001c99,testserver.cteurope.co.u
phishing,GSOYYCETMZVBVPHRVHNHVVA,yahoo.co
phishing,TIXILJUYFLAOAFVRYP,charter.ne
phishing,0608211013.k7LADZZ08084,hosting4u.co.k
phishing,YLBZIYRSNRNURJKKNL,ncua.go
phishing,EIMBJVZWCAPOYFXVYMZQ,comcast.ne
phishing,GFDYBKLQOKWPEOXMYRROM,ncua.go
phishing,060821220242.0547B9517A,G4Tower.localhos
phishing,ADQCXGYPAOREOUGHMGSBBKG,msn.co
phishing,KISLEBXJBXAGTMSVRHHX,earthlink.ne
phishing,XKYMIJMTJFVYNNLZBIXRIDO,yahoo.co
phishing,060822113013.C08FC6FA499,mail.example.or
phishing,ZINEIMUPPUBBYKSEZXZ,aol.co
phishing,060822141038.489EB6CD15C,mail.example.or
phishing,060822230843.D8F98109CE1,storm1.snu.ac.k
phishing,PLMPSWQAICGNKERIMII,earthlink.ne
phishing,GFe1j-0003qZ-5I,dc2-web29.assortedinternet.co
phishing,GFfmv-0001AP-RG,cp1.shieldhost.co
phishing,GFgAn-0005M5-9E,dc2-web32.assortedinternet.co
